Peak#,X,Y,Phase
4732,659,788,Tpp
4733,149,699,Tpp
4734,828,167,Tpp
4735,239,560,Tpp
4736,937,961,Tpp
4737,80,788,Tpp
4738,123,218,Tpp
4739,374,434,Tpp
4740,448,367,Tpp
4741,118,709,Tpp
4742,506,605,Tpp
4743,40,298,Tpp
4744,814,766,Tpp
4745,596,628,Tpp
4746,578,546,Tpp
4747,885,775,Tpp
4748,262,972,Tpp
4749,520,721,Tpp
4750,342,515,Tpp
4751,905,974,Tpp
4752,437,65,Tpp
4753,436,777,Tpp
4754,457,32,Tpp
4755,3,479,Tpp
4756,778,1018,Tpp
4757,46,951,Tpp
4758,738,8,Tpp
4759,742,422,Tpp
4760,31,502,Tpp
4761,629,729,Tpp
4762,572,973,Tpp
4763,624,1018,Tpp
4764,59,289,Tpp
4765,327,699,Tpp
4766,463,366,Tpp
4767,200,400,Tpp
4768,648,950,Tpp
4769,809,499,Tpp
4770,398,894,Tpp
4771,372,960,Tpp
4772,776,698,Tpp
4773,886,1004,Tpp
4774,721,132,Tpp
4775,225,218,Tpp
4776,245,43,Tpp
4777,592,225,Tpp
4778,371,917,Tpp
4779,16,754,Tpp
4780,969,535,Tpp
4781,265,700,Tpp
4782,630,916,Tpp
4783,578,411,Tpp
4784,245,502,Tpp
4785,237,171,Tpp
4786,470,56,Tpp
4787,501,389,Tpp
4788,727,99,Tpp
4789,387,228,Tpp
4790,534,996,Tpp
4791,624,147,Tpp
4792,298,835,Tpp
4793,952,858,Tpp
4794,213,11,Tpp
4795,414,788,Tpp
4796,779,443,Tpp
4797,567,156,Tpp
4798,797,291,Tpp
4799,208,686,Tpp
4800,906,236,Tpp
4801,110,698,Tpp
4802,44,929,Tpp
4803,844,867,Tpp
4804,482,264,Tpp
4805,239,194,Tpp
4806,918,581,Tpp
4807,469,77,Tpp
4808,620,628,Tpp
4809,398,319,Tpp
4810,623,237,Tpp
4811,430,561,Tpp
4812,867,973,Tpp
4813,405,584,Tpp
4814,245,790,Tpp
4815,905,719,Tpp
4816,591,775,Tpp
4817,444,192,Tpp
4818,226,676,Tpp
4819,898,915,Tpp
4820,200,514,Tpp
4821,675,285,Tpp
4822,231,616,Tpp
4823,326,101,Tpp
4824,618,916,Tpp
4825,468,491,Tpp
4826,149,446,Tpp
4827,13,137,Tpp
4828,173,332,Tpp
4829,467,446,Tpp
4830,212,148,Tpp
4831,381,171,Tpp
4832,480,766,Tpp
4833,372,982,Tpp
4834,437,754,Tpp
4835,743,893,Tpp
4836,443,491,Tpp
4837,418,77,Tpp
4838,527,456,Tpp
4839,566,225,Tpp
4840,994,444,Tpp
4841,1,91,Tpp
4842,306,777,Tpp
4843,196,790,Tpp
4844,150,264,Tpp
4845,462,501,Tpp
4846,321,412,Tpp
4847,802,305,Tpp
4848,1001,453,Tpp
4849,462,64,Tpp
4850,546,950,Tpp
4851,786,409,Tpp
4852,404,652,Tpp
4853,899,431,Tpp
4854,919,6,Tpp
4855,553,225,Tpp
4856,760,812,Tpp
4857,135,171,Tpp
4858,597,560,Tpp
4859,748,432,Tpp
4860,169,455,Tpp
4861,630,364,Tpp
4862,98,651,Tpp
4863,756,684,Tpp
4864,615,569,Tpp
4865,327,148,Tpp
4866,316,607,Tpp
4867,29,433,Tpp
4868,58,401,Tpp
4869,893,719,Tpp
4870,591,661,Tpp
4871,2,569,Tpp
4872,1022,820,Tpp
4873,875,499,Tpp
4874,238,424,Tpp
4875,348,20,Tpp
4876,935,316,Tpp
4877,515,501,Tpp
4878,339,883,Tpp
4879,809,614,Tpp
4880,321,88,Tpp
4881,104,731,Tpp
4882,501,615,Tpp
4883,826,765,Tpp
4884,656,410,Tpp
4885,571,560,Tpp
4886,253,537,Tpp
4887,155,159,Tpp
4888,186,11,Tpp
4889,758,40,Tpp
4890,996,28,Tpp
4891,952,176,Tpp
4892,85,605,Tpp
4893,691,446,Tpp
4894,1001,728,Tpp
4895,336,638,Tpp
4896,757,708,Tpp
4897,918,536,Tpp
4898,959,869,Tpp
4899,741,489,Tpp
4900,731,684,Tpp
4901,219,366,Tpp
4902,540,776,Tpp
4903,110,822,Tpp
4904,963,521,Tpp
4905,108,12,Tpp
4906,355,217,Tpp
4907,603,776,Tpp
4908,75,537,Tpp
4909,835,222,Tpp
4910,1,985,Tpp
4911,861,361,Tpp
4912,950,915,Tpp
4913,309,157,Tpp
4914,392,240,Tpp
4915,289,676,Tpp
4916,271,158,Tpp
4917,944,906,Tpp
4918,797,915,Tpp
4919,149,629,Tpp
4920,431,698,Tpp
4921,154,938,None
4922,668,729,Tpp
4923,527,732,Tpp
4924,469,513,Tpp
4925,1007,626,Tpp
4926,669,457,Tpp
4927,732,316,Tpp
4928,1017,60,Tpp
4929,763,721,Tpp
4930,666,661,Tpp
4931,99,628,Tpp
4932,104,434,Tpp
4933,92,568,Tpp
4934,597,238,Tpp
4935,536,845,Tpp
4936,174,470,Tpp
4937,597,214,Tpp
4938,1021,626,Tpp
4939,867,144,Tpp
4940,976,152,Tpp
4941,211,80,Tpp
4942,991,787,Tpp
4943,144,501,Tpp
4944,120,995,Tpp
4945,352,766,Tpp
4946,770,939,Tpp
4947,637,447,Tpp
4948,303,906,Tpp
4949,1011,5,Tpp
4950,444,240,Tpp
4951,437,523,Tpp
4952,822,153,Tpp
4953,130,662,Tpp
4954,874,291,Tpp
4955,527,134,Tpp
4956,173,401,Tpp
4957,129,250,Tpp
4958,887,176,Tpp
4959,454,606,Tpp
4960,899,198,Tpp
4961,789,927,Tpp
4962,481,1017,Tpp
4963,950,407,Tpp
4964,253,264,Tpp
4965,950,314,Tpp
4966,339,930,Tpp
4967,688,121,Tpp
4968,785,130,Tpp
4969,823,431,Tpp
4970,571,905,Tpp
4971,516,226,Tpp
4972,40,90,Tpp
4973,116,113,Tpp
4974,810,752,Tpp
4975,425,249,Tpp
4976,353,9,Tpp
4977,778,582,Tpp
4978,443,55,Tpp
4979,182,273,Tpp
4980,418,490,Tpp
4981,1016,37,Tpp
4982,743,616,Tpp
4983,41,252,Tpp
4984,599,973,Tpp
4985,9,673,Tpp
4986,872,940,Tpp
4987,155,731,Tpp
4988,840,950,Tpp
4989,86,513,Tpp
4990,225,722,Tpp
4991,321,916,Tpp
4992,270,412,Tpp
4993,636,469,Tpp
4994,251,722,Tpp
4995,604,456,Tpp
4996,864,883,Tpp
4997,451,938,Tpp
4998,473,411,Tpp
4999,450,960,Tpp
5000,913,155,Tpp
5001,855,144,Tpp
5002,316,653,Tpp
5003,643,179,Tpp
5004,14,389,Tpp
5005,637,492,Tpp
5006,609,8,Tpp
5007,809,938,Tpp
5008,681,224,Tpp
5009,142,686,Tpp
5010,866,466,Tpp
5011,339,995,Tpp
5012,125,469,Tpp
5013,393,332,Tpp
5014,937,706,Tpp
5015,501,366,Tpp
5016,232,411,Tpp
5017,456,1017,Tpp
5018,380,584,Tpp
5019,412,296,Tpp
5020,618,811,Tpp
5021,962,406,Tpp
5022,14,775,Tpp
5023,830,189,Tpp
5024,783,315,Tpp
5025,628,685,Tpp
5026,989,129,Tpp
5027,78,569,Tpp
5028,431,146,Tpp
5029,646,788,Tpp
5030,669,108,Tpp
5031,162,699,Tpp
5032,1000,751,Tpp
5033,1015,567,Tpp
5034,856,820,Tpp
5035,59,424,Tpp
5036,174,515,Tpp
5037,125,447,Tpp
5038,943,489,Tpp
5039,784,592,Tpp
5040,521,972,Tpp
5041,1015,337,Tpp
5042,418,10,Tpp
5043,617,64,Tpp
5044,643,729,Tpp
5045,188,285,Tpp
5046,385,1006,Tpp
5047,96,286,Tpp
5048,193,388,Tpp
5049,925,499,Tpp
5050,913,200,Tpp
5051,366,652,Tpp
5052,262,907,Tpp
5053,808,660,Tpp
5054,333,755,Tpp
5055,792,444,Tpp
5056,830,468,Tpp
5057,239,515,Tpp
5058,260,272,Tpp
5059,343,845,Tpp
5060,289,79,Tpp
5061,66,159,Tpp
5062,529,65,Tpp
5063,9,265,Tpp
5064,168,273,Tpp
5065,675,167,Tpp
5066,152,982,Tpp
5067,155,571,Tpp
5068,449,592,Tpp
5069,123,513,Tpp
5070,185,80,Tpp
5071,425,662,Tpp
5072,879,237,Tpp
5073,605,247,Tpp
5074,487,615,Tpp
5075,860,408,Tpp
5076,811,153,Tpp
5077,597,492,Tpp
5078,106,548,Tpp
5079,540,433,Tpp
5080,470,193,Tpp
5081,204,389,Tpp
5082,374,204,Tpp
5083,821,107,Tpp
5084,372,774,Tpp
5085,194,502,Tpp
5086,720,17,Tpp
5087,323,297,Tpp
5088,790,99,Tpp
5089,912,453,Tpp
5090,419,561,Tpp
5091,7,996,Tpp
5092,125,563,Tpp
5093,93,788,Tpp
5094,412,522,Tpp
5095,183,884,Tpp
5096,557,883,Tpp
5097,649,973,Tpp
5098,266,846,Tpp
5099,7,787,Tpp
5100,262,33,Tpp
5101,0,206,Tpp
5102,740,845,Tpp
5103,593,364,Tpp
5104,911,522,Tpp
5105,93,707,Tpp
5106,325,993,Tpp
5107,861,658,Tpp
5108,957,280,Tpp
5109,93,523,Tpp
5110,520,995,Tpp
5111,282,778,Tpp
5112,758,568,Tpp
5113,158,973,Tpp
5114,897,982,Tpp
5115,107,788,Tpp
5116,618,271,Tpp
5117,137,628,Tpp
5118,2,183,Tpp
5119,478,788,Tpp
5120,20,149,Tpp
5121,630,248,Tpp
5122,477,203,Tpp
5123,321,319,Tpp
5124,918,512,Tpp
5125,90,730,Tpp
5126,199,308,Tpp
5127,185,102,Tpp
5128,226,126,Tpp
5129,81,501,Tpp
5130,482,676,Tpp
5131,975,313,Tpp
5132,40,159,Tpp
5133,464,227,Tpp
5134,87,698,Tpp
5135,1000,382,Tpp
5136,153,20,Tpp
5137,424,319,Tpp
5138,497,821,Tpp
5139,379,379,Tpp
5140,261,768,Tpp
5141,965,129,Tpp
5142,367,379,Tpp
5143,938,568,Tpp
5144,920,844,Tpp
5145,645,859,Tpp
5146,940,107,Tpp
5147,22,173,Tpp
5148,34,537,Tpp
5149,909,796,Tpp
5150,270,503,Tpp
5151,33,195,Tpp
5152,854,165,Tpp
5153,84,103,Tpp
5154,581,834,Tpp
5155,766,305,Tpp
5156,554,387,Tpp
5157,408,821,Tpp
5158,604,364,Tpp
5159,79,810,Tpp
5160,766,167,Tpp
5161,799,85,Tpp
5162,683,433,Tpp
5163,211,928,Tpp
5164,404,767,Tpp
5165,463,708,Tpp
5166,425,753,Tpp
5167,444,1017,Tpp
5168,616,753,Tpp
5169,359,776,Tpp
5170,24,868,Tpp
5171,132,684,Tpp
5172,463,202,Tpp
5173,335,570,Tpp
5174,1014,1005,Tpp
5175,520,354,Tpp
5176,848,107,Tpp
5177,271,66,Tpp
5178,558,651,Tpp
5179,213,263,Tpp
5180,538,615,Tpp
5181,328,124,Tpp
5182,142,113,Tpp
5183,290,745,Tpp
5184,207,709,Tpp
5185,290,699,Tpp
5186,188,194,Tpp
5187,629,457,Tpp
5188,515,365,Tpp
5189,22,844,Tpp
5190,372,592,Tpp
5191,163,285,Tpp
5192,251,906,Tpp
5193,475,87,Tpp
5194,757,893,Tpp
5195,169,994,Tpp
5196,313,994,Tpp
5197,526,960,Tpp
5198,289,930,Tpp
5199,906,1017,Tpp
5200,284,548,Tpp
5201,135,355,Tpp
5202,1000,360,Tpp
5203,487,776,Tpp
5204,988,430,Tpp
5205,508,492,Tpp
5206,40,754,Tpp
5207,162,241,Tpp
5208,605,19,Tpp
5209,828,398,Tpp
5210,225,193,Tpp
5211,534,309,Tpp
5212,592,134,Tpp
5213,877,787,Tpp
5214,1001,567,Tpp
5215,650,99,Tpp
5216,194,756,Tpp
5217,525,411,Tpp
5218,901,16,Tpp
5219,804,844,Tpp
5220,638,821,Tpp
5221,997,73,Tpp
5222,481,744,Tpp
5223,329,216,Tpp
5224,823,62,Tpp
5225,762,766,Tpp
5226,365,883,Tpp
5227,286,835,Tpp
5228,379,973,Tpp
5229,464,982,Tpp
5230,26,775,Tpp
5231,1013,544,Tpp
5232,694,248,Tpp
5233,204,982,Tpp
5234,616,707,Tpp
5235,72,219,Tpp
5236,785,453,Tpp
5237,317,333,Tpp
5238,784,386,Tpp
5239,896,797,Tpp
5240,752,306,Tpp
5241,310,319,Tpp
5242,707,179,Tpp
5243,206,204,Tpp
5244,380,536,Tpp
5245,386,297,Tpp
5246,327,930,Tpp
5247,2,858,Tpp
5248,718,614,Tpp
5249,451,754,Tpp
5250,466,787,Tpp
5251,328,492,Tpp
5252,573,719,Tpp
5253,457,903,Tpp
5254,767,31,Tpp
5255,388,180,Tpp
5256,660,675,Tpp
5257,414,501,Tpp
5258,785,84,Tpp
5259,797,1004,Tpp
5260,628,592,Tpp
5261,938,452,Tpp
5262,541,179,Tpp
5263,987,453,Tpp
5264,983,995,Tpp
5265,108,766,Tpp
5266,341,676,Tpp
5267,418,745,Tpp
5268,560,927,Tpp
5269,271,389,Tpp
5270,740,352,Tpp
5271,282,20,Tpp
5272,1011,796,Tpp
5273,849,858,Tpp
5274,515,938,Tpp
5275,175,675,Tpp
5276,393,445,Tpp
5277,374,297,Tpp
5278,707,224,Tpp
5279,461,662,Tpp
5280,872,894,Tpp
5281,838,787,Tpp
5282,708,18,Tpp
5283,507,469,Tpp
5284,579,178,Tpp
5285,347,638,Tpp
5286,225,447,Tpp
5287,674,719,Tpp
5288,341,193,Tpp
5289,373,134,Tpp
5290,534,31,Tpp
5291,775,765,Tpp
5292,105,685,Tpp
5293,547,927,Tpp
5294,535,263,Tpp
5295,565,754,Tpp
5296,994,906,Tpp
5297,209,791,Tpp
5298,512,777,Tpp
5299,192,136,Tpp
5300,413,273,Tpp
5301,261,995,Tpp
5302,464,809,Tpp
5303,988,267,Tpp
5304,763,628,Tpp
5305,881,281,Tpp
5306,540,295,Tpp
5307,648,261,Tpp
5308,187,823,Tpp
5309,199,194,Tpp
5310,886,592,Tpp
5311,855,972,Tpp
5312,65,251,Tpp
5313,778,514,Tpp
5314,565,65,Tpp
5315,510,169,Tpp
5316,411,754,Tpp
5317,92,457,Tpp
5318,225,560,Tpp
5319,828,281,Tpp
5320,631,523,Tpp
5321,181,1,Tpp
5322,474,502,Tpp
5323,992,696,Tpp
5324,824,454,Tpp
5325,668,64,Tpp
5326,758,85,Tpp
5327,487,753,Tpp
5328,679,775,Tpp
5329,1,962,Tpp
5330,274,768,Tpp
5331,520,745,Tpp
5332,548,766,Tpp
5333,341,56,Tpp
5334,367,744,Tpp
5335,745,729,Tpp
5336,1001,244,Tpp
5337,264,425,Tpp
5338,21,80,Tpp
5339,515,708,Tpp
5340,780,257,Tpp
5341,477,249,Tpp
5342,616,1005,Tpp
5343,71,127,Tpp
5344,733,270,Tpp
5345,571,787,Tpp
5346,760,787,Tpp
5347,700,973,Tpp
5348,186,1019,Tpp
5349,528,755,Tpp
5350,745,154,Tpp
5351,661,559,Tpp
5352,718,202,Tpp
5353,346,984,Tpp
5354,560,675,Tpp
5355,691,615,Tpp
5356,28,412,Tpp
5357,444,147,Tpp
5358,682,201,Tpp
5359,591,342,Tpp
5360,802,928,Tpp
5361,496,333,Tpp
5362,837,107,Tpp
5363,631,707,Tpp
5364,655,201,Tpp
5365,200,79,Tpp
5366,1015,82,Tpp
5367,540,479,Tpp
5368,898,938,Tpp
5369,28,835,Tpp
5370,200,423,Tpp
5371,366,766,Tpp
5372,610,581,Tpp
5373,528,388,Tpp
5374,540,684,Tpp
5375,821,614,Tpp
5376,188,470,Tpp
5377,482,914,Tpp
5378,461,522,Tpp
5379,924,774,Tpp
5380,720,835,Tpp
5381,213,745,Tpp
5382,676,77,Tpp
5383,712,8,Tpp
5384,874,177,Tpp
5385,361,320,Tpp
5386,798,476,Tpp
5387,439,180,Tpp
5388,740,168,Tpp
5389,970,764,Tpp
5390,444,446,Tpp
5391,720,295,Tpp
5392,526,893,Tpp
5393,425,228,Tpp
5394,174,355,Tpp
5395,191,894,Tpp
5396,912,476,Tpp
5397,504,157,Tpp
5398,688,8,Tpp
5399,656,523,Tpp
5400,777,189,Tpp
5401,54,730,Tpp
5402,295,88,Tpp
5403,455,286,Tpp
5404,97,846,Tpp
5405,527,342,Tpp
5406,136,57,Tpp
5407,495,514,Tpp
5408,591,730,Tpp
5409,667,479,Tpp
5410,874,960,Tpp
5411,945,443,Tpp
5412,324,812,Tpp
5413,836,84,Tpp
5414,978,129,Tpp
5415,656,178,Tpp
5416,938,982,Tpp
5417,755,776,Tpp
5418,43,787,Tpp
5419,789,604,Tpp
5420,868,397,Tpp
5421,884,795,Tpp
5422,911,728,Tpp
5423,630,893,Tpp
5424,951,153,Tpp
5425,939,810,Tpp
5426,777,281,Tpp
5427,603,638,Tpp
5428,529,178,Tpp
5429,13,345,Tpp
5430,849,545,Tpp
5431,168,686,Tpp
5432,289,402,Tpp
5433,315,561,Tpp
5434,48,821,Tpp
5435,850,17,Tpp
5436,347,708,Tpp
5437,590,867,Tpp
5438,597,261,Tpp
5439,923,752,Tpp
5440,220,755,Tpp
5441,700,765,Tpp
5442,72,819,Tpp
5443,333,388,Tpp
5444,109,57,Tpp
5445,393,698,Tpp
5446,440,788,Tpp
5447,937,177,Tpp
5448,322,434,Tpp
5449,720,1004,Tpp
5450,392,490,Tpp
5451,848,683,Tpp
5452,853,696,Tpp
5453,509,216,Tpp
5454,21,402,Tpp
5455,393,514,Tpp
5456,795,708,Tpp
5457,149,492,Tpp
5458,936,592,Tpp
5459,334,961,Tpp
5460,118,788,Tpp
5461,900,107,Tpp
5462,470,906,Tpp
5463,223,1017,Tpp
5464,352,1018,Tpp
5465,1008,235,Tpp
5466,553,411,Tpp
5467,522,797,Tpp
5468,481,652,Tpp
5469,271,272,Tpp
5470,1,400,Tpp
5471,805,74,Tpp
5472,354,265,Tpp
5473,450,545,Tpp
5474,348,501,Tpp
5475,710,651,Tpp
5476,1000,429,Tpp
5477,469,559,Tpp
5478,620,788,Tpp
5479,437,893,Tpp
5480,848,637,Tpp
5481,204,111,Tpp
5482,391,263,Tpp
5483,808,315,Tpp
5484,180,837,Tpp
5485,33,288,Tpp
5486,474,776,Tpp
5487,564,615,Tpp
5488,7,80,Tpp
5489,380,265,Tpp
5490,399,456,Tpp
5491,29,275,Tpp
5492,785,431,Tpp
5493,848,222,Tpp
5494,399,754,Tpp
5495,906,350,Tpp
5496,837,476,Tpp
5497,561,169,Tpp
5498,593,811,Tpp
5499,118,546,Tpp
5500,729,467,Tpp
5501,14,939,Tpp
5502,51,917,Tpp
5503,527,593,Tpp
5504,481,882,Tpp
5505,921,796,Tpp
5506,574,822,Tpp
5507,731,638,Tpp
5508,730,422,Tpp
5509,315,379,Tpp
5510,698,883,Tpp
5511,982,166,Tpp
5512,458,796,Tpp
5513,750,720,Tpp
5514,198,972,Tpp
5515,456,380,Tpp
5516,17,547,Tpp
5517,681,983,Tpp
5518,598,905,Tpp
5519,444,560,Tpp
5520,860,939,Tpp
5521,392,216,Tpp
5522,540,110,Tpp
5523,289,446,Tpp
5524,758,982,Tpp
5525,302,720,Tpp
5526,555,936,Tpp
5527,590,616,Tpp
5528,398,546,Tpp
5529,6,409,Tpp
5530,503,938,Tpp
5531,956,443,Tpp
5532,530,810,Tpp
5533,553,133,Tpp
5534,218,111,Tpp
5535,411,915,Tpp
5536,713,98,Tpp
5537,80,547,Tpp
5538,862,176,Tpp
5539,714,846,Tpp
5540,696,788,Tpp
5541,359,709,Tpp
5542,47,843,Tpp
5543,695,224,Tpp
5544,1016,291,Tpp
5545,258,686,Tpp
5546,386,593,Tpp
5547,399,273,Tpp
5548,572,628,Tpp
5549,778,398,Tpp
5550,322,836,Tpp
5551,988,522,Tpp
5552,936,545,Tpp
5553,179,1005,Tpp
5554,848,960,Tpp
5555,642,502,Tpp
5556,798,39,Tpp
5557,931,559,Tpp
5558,250,101,Tpp
5559,252,515,Tpp
5560,1021,996,Tpp
5561,724,765,Tpp
5562,642,707,Tpp
5563,445,287,Tpp
5564,475,960,Tpp
5565,136,149,Tpp
5566,496,10,Tpp
5567,212,56,Tpp
5568,120,971,Tpp
5569,777,559,Tpp
5570,463,1005,Tpp
5571,386,479,Tpp
5572,417,264,Tpp
5573,450,894,Tpp
5574,474,366,Tpp
5575,236,929,Tpp
5576,115,570,Tpp
5577,822,16,Tpp
5578,586,766,Tpp
5579,858,774,Tpp
5580,349,734,Tpp
5581,740,31,Tpp
5582,629,1004,Tpp
5583,239,379,Tpp
5584,952,60,Tpp
5585,822,246,Tpp
5586,873,915,Tpp
5587,610,537,Tpp
5588,654,914,Tpp
5589,967,373,Tpp
5590,98,560,Tpp
5591,746,811,Tpp
5592,849,522,Tpp
5593,885,222,Tpp
5594,635,514,Tpp
5595,445,821,Tpp
5596,3,708,Tpp
5597,975,660,Tpp
5598,662,995,Tpp
5599,47,628,Tpp
5600,759,454,Tpp
5601,600,950,Tpp
5602,481,423,Tpp
5603,831,513,Tpp
5604,817,76,Tpp
5605,623,122,Tpp
5606,165,983,Tpp
5607,225,846,Tpp
5608,63,1006,Tpp
5609,123,263,Tpp
5610,822,385,Tpp
5611,45,514,Tpp
5612,718,729,Tpp
5613,895,236,Tpp
5614,250,951,None
5615,727,376,Tpp
5616,205,20,Tpp
5617,24,492,Tpp
5618,1022,842,Tpp
5619,362,366,Tpp
5620,810,108,Tpp
5621,83,12,None
5622,521,10,Tpp
5623,328,287,Tpp
5624,694,524,Tpp
5625,742,468,Tpp
5626,124,675,Tpp
5627,219,411,Tpp
5628,256,1004,Tpp
5629,666,774,Tpp
5630,263,57,Tpp
5631,879,489,Tpp
5632,630,411,Tpp
5633,142,66,Tpp
5634,143,251,Tpp
5635,836,176,Tpp
5636,822,638,Tpp
5637,474,867,Tpp
5638,1013,916,Tpp
5639,591,502,Tpp
5640,143,860,Tpp
5641,547,743,Tpp
5642,563,822,Tpp
5643,766,466,Tpp
5644,77,45,Tpp
5645,684,882,Tpp
5646,791,844,Tpp
5647,119,883,Tpp
5648,500,960,Tpp
5649,643,247,Tpp
5650,679,501,Tpp
5651,40,411,Tpp
5652,393,972,Tpp
5653,233,594,Tpp
5654,669,433,Tpp
5655,65,434,Tpp
5656,386,111,Tpp
5657,71,36,Tpp
5658,154,112,Tpp
5659,878,513,Tpp
5660,980,765,Tpp
5661,775,628,Tpp
5662,266,801,Tpp
5663,144,955,None
5664,140,894,Tpp
5665,490,731,Tpp
5666,149,217,Tpp
5667,337,836,Tpp
5668,39,893,Tpp
5669,349,570,Tpp
5670,528,546,Tpp
5671,181,791,Tpp
5672,881,75,Tpp
5673,752,31,Tpp
5674,199,332,Tpp
5675,201,698,Tpp
5676,770,615,Tpp
5677,759,316,Tpp
5678,379,951,Tpp
5679,695,456,Tpp
5680,155,456,Tpp
5681,687,994,Tpp
5682,974,521,Tpp
5683,522,819,Tpp
5684,860,707,Tpp
5685,653,774,Tpp
5686,644,224,Tpp
5687,540,546,Tpp
5688,880,443,Tpp
5689,963,430,Tpp
5690,662,260,Tpp
5691,82,767,Tpp
5692,232,686,Tpp
5693,817,211,Tpp
5694,488,477,Tpp
5695,136,821,Tpp
5696,1012,636,Tpp
5697,46,402,Tpp
5698,142,640,Tpp
5699,283,663,Tpp
5700,591,201,Tpp
5701,431,905,Tpp
5702,151,583,Tpp
5703,1015,175,Tpp
5704,277,699,Tpp
5705,644,959,Tpp
5706,135,217,Tpp
5707,914,810,Tpp
5708,540,249,Tpp
5709,986,406,Tpp
5710,1002,1005,Tpp
5711,758,592,Tpp
5712,97,379,Tpp
5713,296,755,Tpp
5714,848,614,Tpp
5715,811,787,Tpp
5716,448,776,Tpp
5717,672,787,Tpp
5718,199,722,Tpp
5719,520,513,Tpp
5720,590,523,Tpp
5721,994,535,Tpp
5722,398,982,Tpp
5723,378,652,Tpp
5724,883,869,Tpp
5725,283,525,Tpp
5726,879,883,Tpp
5727,916,742,Tpp
5728,949,659,Tpp
5729,391,583,Tpp
5730,227,401,Tpp
5731,527,87,Tpp
5732,700,905,Tpp
5733,335,811,Tpp
5734,733,177,Tpp
5735,303,79,Tpp
5736,459,821,Tpp
5737,147,12,Tpp
5738,484,797,Tpp
5739,591,248,Tpp
5740,264,744,Tpp
5741,10,398,Tpp
5742,585,191,Tpp
5743,407,171,Tpp
5744,734,499,Tpp
5745,29,591,Tpp
5746,612,798,Tpp
5747,22,720,Tpp
5748,578,523,Tpp
5749,964,809,Tpp
5750,777,536,Tpp
5751,296,593,Tpp
5752,578,271,Tpp
5753,113,491,Tpp
5754,707,983,Tpp
5755,1007,764,Tpp
5756,71,971,Tpp
5757,436,616,Tpp
5758,970,189,Tpp
5759,334,204,Tpp
5760,417,721,Tpp
5761,617,685,Tpp
5762,606,155,Tpp
5763,399,19,Tpp
5764,912,337,Tpp
5765,662,216,Tpp
5766,315,356,Tpp
5767,496,147,Tpp
5768,795,615,Tpp
5769,1003,84,Tpp
5770,116,22,Tpp
5771,773,267,Tpp
5772,227,514,Tpp
5773,249,1017,Tpp
5774,339,907,Tpp
5775,81,995,Tpp
5776,846,706,Tpp
5777,554,433,Tpp
5778,92,638,Tpp
5779,848,569,Tpp
5780,867,167,Tpp
5781,752,489,Tpp
5782,94,995,Tpp
5783,796,568,Tpp
5784,302,332,Tpp
5785,360,250,Tpp
5786,654,591,Tpp
5787,237,33,Tpp
5788,184,907,None
5789,654,225,Tpp
5790,258,593,Tpp
5791,875,268,Tpp
5792,1013,590,Tpp
5793,706,615,Tpp
5794,9,870,Tpp
5795,31,357,Tpp
5796,520,537,Tpp
5797,365,995,Tpp
5798,899,544,Tpp
5799,1021,535,Tpp
5800,667,892,Tpp
5801,475,1005,Tpp
5802,823,523,Tpp
5803,737,628,Tpp
5804,797,199,Tpp
5805,560,377,Tpp
5806,163,799,Tpp
5807,868,258,Tpp
5808,246,388,Tpp
5809,379,995,Tpp
5810,565,413,Tpp
5811,1017,785,Tpp
5812,488,296,Tpp
5813,65,859,Tpp
5814,737,765,Tpp
5815,70,57,Tpp
5816,887,498,Tpp
5817,532,605,Tpp
5818,527,226,Tpp
5819,52,961,Tpp
5820,111,425,Tpp
5821,818,797,Tpp
5822,824,834,Tpp
5823,41,433,Tpp
5824,578,684,Tpp
5825,470,972,Tpp
5826,185,929,None
5827,829,444,Tpp
5828,827,883,Tpp
5829,911,498,Tpp
5830,572,100,Tpp
5831,520,767,Tpp
5832,1022,165,Tpp
5833,210,883,Tpp
5834,200,676,Tpp
5835,9,196,Tpp
5836,52,67,Tpp
5837,592,156,Tpp
5838,71,194,Tpp
5839,168,88,Tpp
5840,251,801,Tpp
5841,47,265,Tpp
5842,178,778,Tpp
5843,993,419,Tpp
5844,246,434,Tpp
5845,489,249,Tpp
5846,462,434,Tpp
5847,162,264,Tpp
5848,286,883,Tpp
5849,925,361,Tpp
5850,374,20,Tpp
5851,424,938,Tpp
5852,783,638,Tpp
5853,315,676,Tpp
5854,886,683,Tpp
5855,442,536,Tpp
5856,552,683,Tpp
5857,39,915,Tpp
5858,342,287,Tpp
5859,119,955,None
5860,982,973,Tpp
5861,815,7,Tpp
5862,520,492,Tpp
5863,714,422,Tpp
5864,181,89,Tpp
5865,810,177,Tpp
5866,962,499,Tpp
5867,540,570,Tpp
5868,776,651,Tpp
5869,114,916,None
5870,732,568,Tpp
5871,201,447,Tpp
5872,36,698,Tpp
5873,782,730,Tpp
5874,840,765,Tpp
5875,579,43,Tpp
5876,1015,982,Tpp
5877,69,996,Tpp
5878,919,280,Tpp
5879,901,857,Tpp
5880,679,685,Tpp
5881,408,844,Tpp
5882,456,491,Tpp
5883,271,710,Tpp
5884,900,1004,Tpp
5885,655,959,Tpp
5886,475,638,Tpp
5887,167,480,Tpp
5888,315,194,Tpp
5889,405,192,Tpp
5890,111,869,Tpp
5891,367,170,Tpp
5892,206,811,Tpp
5893,160,34,Tpp
